feature	ham_probability	spam_probability
cheeap	2.262575507801134e-07	1.0717446723125779e-05
cheeapall	2.262575507801134e-07	5.061016508142729e-06
cheek	2.262575507801134e-07	4.167895947882248e-06
cheer	4.298893464822154e-06	3.870189094462087e-06
cheerful	4.525151015602268e-07	5.358723361562889e-06
cheerleaders	2.0363179570210205e-06	2.083947973941124e-06
cheers	1.787434651162896e-05	7.144964482083853e-06
cheery	9.050302031204536e-07	4.167895947882248e-06
cheese	6.787726523403402e-07	4.465602801302408e-06
cheesy	4.525151015602268e-07	6.2518439218233715e-06
chef	1.3575453046806805e-06	5.65643021498305e-06
chemic	2.262575507801134e-07	5.061016508142729e-06
chemical	2.2399497527231226e-05	1.9350945472310434e-05
chemicals	9.27655958198465e-06	2.0839479739411237e-05
chemist	2.262575507801134e-07	3.5724822410419265e-05
chemistry	1.1312877539005671e-06	5.061016508142729e-06
chen	1.2896680394466464e-05	3.870189094462087e-06
cheney	8.371529378864195e-06	4.7633096547225685e-06
cheng	3.846378363261928e-06	2.977068534201605e-06
cheque	2.4888330585812476e-06	8.335791895764495e-06
chernist	2.262575507801134e-07	4.465602801302408e-06
cherokee	2.262575507801134e-07	4.465602801302408e-06
cherry	1.538551345304771e-05	6.2518439218233715e-06
cherub	2.262575507801134e-07	5.358723361562889e-06
cheryl	4.3893964851342e-05	4.167895947882248e-06
chesapeake	4.525151015602268e-07	4.465602801302408e-06
cheshire	4.525151015602268e-07	4.167895947882248e-06
chess	6.787726523403402e-07	4.465602801302408e-06
chest	1.3575453046806805e-06	7.442671335504013e-06
chevrolet	6.787726523403402e-07	3.870189094462087e-06
chevron	3.2128572210776105e-05	7.740378188924174e-06
chevrontexaco	6.561468972623289e-05	2.3816548273612843e-06
chevy	4.525151015602268e-07	4.7633096547225685e-06
chew	1.1312877539005671e-06	3.5724822410419264e-06
chewco	1.674305875772839e-05	2.9770685342016053e-07
cheyenne	1.3575453046806805e-06	9.228912456024977e-06
chi	1.3575453046806805e-06	4.167895947882248e-06
chicago	9.95533223432499e-05	3.0366099048856374e-05
chicanery	6.787726523403402e-07	3.5724822410419264e-06
chick	2.2625755078011343e-06	8.335791895764495e-06
chicken	5.882696320282949e-06	9.228912456024977e-06
chicks	1.1312877539005671e-06	6.847257628663692e-06
chief	0.0004973140966146892	6.043449124429259e-05
chiffon	2.262575507801134e-07	4.465602801302408e-06
chigger	4.525151015602268e-07	5.061016508142729e-06
child	2.647213344127327e-05	7.62129544755611e-05
childhood	4.525151015602268e-07	5.65643021498305e-06
children	2.4435815484252248e-05	0.00012622770585014807
chile	3.846378363261928e-06	1.161056728338626e-05
chilean	9.050302031204536e-07	3.5724822410419264e-06
chilkina	1.5159255902267599e-05	2.9770685342016053e-07
chill	6.787726523403402e-07	3.870189094462087e-06
chime	4.525151015602268e-07	4.167895947882248e-06
chimique	2.262575507801134e-07	5.358723361562889e-06
chimney	1.8100604062409072e-06	3.5724822410419264e-06
chin	2.2625755078011343e-06	4.465602801302408e-06
china	2.1946982425671e-05	0.0002685315817849848
chinachem	3.1676057109215877e-06	2.9770685342016053e-07
chinaman	2.262575507801134e-07	3.870189094462087e-06
chinese	8.824044480424424e-06	8.663269434526671e-05
ching	3.393863261701701e-06	1.7862411205209632e-06
chip	3.348611751545678e-05	1.577846323126851e-05
chips	1.0860362437445444e-05	4.465602801302408e-06
chiropractor	2.262575507801134e-07	4.7633096547225685e-06
chisel	2.262575507801134e-07	4.7633096547225685e-06
chivalry	2.262575507801134e-07	4.167895947882248e-06
chive	2.262575507801134e-07	3.870189094462087e-06
chivers	3.1676057109215877e-06	2.9770685342016053e-07
chlordane	2.262575507801134e-07	4.7633096547225685e-06
chloroform	2.262575507801134e-07	4.465602801302408e-06
choate	1.0860362437445444e-05	2.9770685342016053e-07
chock	4.525151015602268e-07	4.167895947882248e-06
chocolate	3.1676057109215877e-06	1.667158379152899e-05
choi	5.430181218722722e-06	2.083947973941124e-06
choice	5.837444810126926e-05	0.00013992222110747546
choices	1.85531191639693e-05	1.696929064494915e-05
choir	1.5838028554607938e-06	2.6793616807814447e-06
choise	2.262575507801134e-07	4.167895947882248e-06
chokshi	7.059235584339539e-05	2.9770685342016053e-07
cholesterol	4.525151015602268e-07	4.37629074527636e-05
cholinesterase	2.262575507801134e-07	3.870189094462087e-06
chonawee	3.077102690609542e-05	2.9770685342016053e-07
choose	4.6609055460703366e-05	0.00023340217308140586
chooses	4.298893464822154e-06	1.7862411205209632e-06
choosing	7.692756726523855e-06	1.2503687843646743e-05
choosy	6.787726523403402e-07	3.5724822410419264e-06
chop	1.1312877539005671e-06	2.6793616807814447e-06
chopard	2.262575507801134e-07	1.7564704351789472e-05
chopin	2.262575507801134e-07	4.465602801302408e-06
choppy	1.3575453046806805e-06	2.6793616807814447e-06
choral	2.262575507801134e-07	1.0419739869705618e-05
chord	2.262575507801134e-07	4.465602801302408e-06
chorine	2.262575507801134e-07	4.465602801302408e-06
chorus	1.5838028554607938e-06	4.7633096547225685e-06
chose	1.0181589785105104e-05	1.2801394697066903e-05
chosen	1.6064286105388052e-05	1.726699749836931e-05
chow	2.0363179570210205e-06	3.274775387621766e-06
chowder	4.525151015602268e-07	3.5724822410419264e-06
chris	0.00026223250135415144	1.4289928964167706e-05
christ	1.1312877539005671e-06	1.4587635817587866e-05
christa	2.9413481601414743e-06	1.1908274136806421e-06
christen	2.262575507801134e-07	5.061016508142729e-06
christendom	2.262575507801134e-07	5.061016508142729e-06
christensen	5.882696320282949e-06	4.465602801302408e-06
christi	1.402796814836703e-05	1.1908274136806421e-06
christian	3.665372322637837e-05	4.7930803400645846e-05
christians	6.787726523403402e-07	9.228912456024977e-06
christie	9.638571663232831e-05	4.465602801302408e-06
christina	2.0363179570210208e-05	5.65643021498305e-06
christine	4.0726359140420415e-05	6.847257628663692e-06
christmas	4.117887424198064e-05	2.5900496247553967e-05
christopher	9.887454969090956e-05	1.190827413680642e-05
christy	1.7648088960848848e-05	2.977068534201605e-06
chromate	2.262575507801134e-07	3.870189094462087e-06
chromatograph	2.2625755078011343e-06	2.3816548273612843e-06
chromatography	2.262575507801134e-07	4.167895947882248e-06
chrome	1.1312877539005671e-06	5.358723361562889e-06
chromic	2.262575507801134e-07	4.465602801302408e-06
chromium	2.262575507801134e-07	7.442671335504013e-06
chronic	1.3575453046806805e-06	2.26257208599322e-05
chronicle	4.774034321460393e-05	4.465602801302408e-06
chronology	1.1312877539005671e-06	4.167895947882248e-06
chronoswiss	2.262575507801134e-07	1.4289928964167706e-05
chrysolite	2.262575507801134e-07	3.870189094462087e-06
chuck	5.407555463644711e-05	2.977068534201605e-06
chuckle	1.5838028554607938e-06	3.274775387621766e-06
chuckwalla	2.262575507801134e-07	4.167895947882248e-06
chugging	2.262575507801134e-07	3.870189094462087e-06
chummy	4.525151015602268e-07	1.0419739869705618e-05
chung	4.751408566382382e-06	1.7862411205209632e-06
chungking	2.262575507801134e-07	4.465602801302408e-06
chunk	3.6201208124818143e-06	4.7633096547225685e-06
church	9.729074683544877e-06	2.1137186592831397e-05
churches	2.262575507801134e-07	7.144964482083853e-06
churchill	1.3575453046806805e-06	5.95413706840321e-06
churchillian	2.262575507801134e-07	4.7633096547225685e-06
churchmen	2.262575507801134e-07	4.465602801302408e-06
churchyard	2.262575507801134e-07	6.2518439218233715e-06
churn	7.466499175743743e-06	2.3816548273612843e-06
churrasco	2.9413481601414743e-06	1.1908274136806421e-06
chutney	2.262575507801134e-07	3.870189094462087e-06
ci	3.393863261701701e-06	4.495373486644424e-05
cia	1.3575453046806805e-06	4.7335389693805525e-05
ciaaliis	2.262575507801134e-07	1.0122033016285458e-05
ciaiis	2.262575507801134e-07	2.887756478175557e-05
ciails	2.262575507801134e-07	4.465602801302408e-06
cial	2.262575507801134e-07	1.4885342671008026e-05
cialiis	2.262575507801134e-07	3.423628814331846e-05
cialis	2.262575507801134e-07	0.0003840418409120071
cialls	2.262575507801134e-07	4.52514417198644e-05
cibc	8.145271828084082e-06	2.3816548273612843e-06
cicero	6.787726523403402e-07	3.5724822410419264e-06
cid	2.262575507801134e-07	8.633498749184656e-06
ciean	2.262575507801134e-07	1.637387693810883e-05
ciear	2.262575507801134e-07	1.7862411205209632e-05
cig	5.656438769502835e-06	8.931205602604816e-07
cigarette	6.787726523403402e-07	1.8457824912049953e-05
cigarettes	9.050302031204536e-07	1.0717446723125779e-05
ciick	2.262575507801134e-07	7.144964482083853e-05
cilais	2.262575507801134e-07	4.465602801302408e-06
cilck	2.262575507801134e-07	5.95413706840321e-06
cilia	4.525151015602268e-07	4.167895947882248e-06
cincinnati	2.715090609361361e-06	5.061016508142729e-06
cindy	8.054768807772037e-05	9.228912456024977e-06
cinergy	2.4662073035032363e-05	2.9770685342016053e-07
cinnabar	2.262575507801134e-07	5.061016508142729e-06
cio	9.729074683544877e-06	1.4885342671008026e-06
ciose	2.262575507801134e-07	1.577846323126851e-05
ciosing	2.262575507801134e-07	4.167895947882248e-06
cipro	9.050302031204536e-07	5.65643021498305e-06
circa	2.4888330585812476e-06	2.3816548273612843e-06
circle	6.108953871063062e-06	1.637387693810883e-05
circles	2.0363179570210205e-06	3.5724822410419264e-06
circuiation	2.262575507801134e-07	1.548075637784835e-05
circuit	7.919014277303969e-06	6.549550775243532e-06
circuitous	2.262575507801134e-07	4.465602801302408e-06
circuits	2.0363179570210205e-06	1.4885342671008026e-06
circular	2.4888330585812476e-06	3.5724822410419264e-06
circulate	9.502817132764764e-06	2.3816548273612843e-06
circulated	9.729074683544877e-06	8.931205602604816e-07
circulating	8.597786929644309e-06	7.144964482083853e-06
circulation	5.430181218722722e-06	5.983907753745227e-05
circumcision	2.262575507801134e-07	3.870189094462087e-06
circumferential	2.262575507801134e-07	4.465602801302408e-06
circumspect	2.262575507801134e-07	4.465602801302408e-06
circumstance	2.9413481601414743e-06	5.95413706840321e-06
circumstances	2.8282193847514176e-05	1.5183049524428187e-05
circumstantial	1.3575453046806805e-06	4.167895947882248e-06
circumvent	9.050302031204536e-07	7.144964482083853e-06
circumvention	2.262575507801134e-07	4.465602801302408e-06
circus	1.3575453046806805e-06	5.65643021498305e-06
cisco	2.126820977333066e-05	5.2991819908788576e-05
ciso	2.0136922019430093e-05	2.9770685342016053e-07
citadel	6.787726523403402e-07	3.870189094462087e-06
citation	9.050302031204536e-07	5.358723361562889e-06
cite	4.298893464822154e-06	4.7633096547225685e-06
cited	2.0136922019430093e-05	5.954137068403211e-07
citi	8.145271828084082e-06	1.1908274136806421e-06
citibank	2.53408456873727e-05	4.703768284038536e-05
citicorp	1.5838028554607938e-06	3.870189094462087e-06
cities	1.8779376714749413e-05	9.824326162865297e-06
citigroup	7.602253706211811e-05	8.931205602604816e-07
citing	4.1405131792760754e-05	2.083947973941124e-06
citizen	1.5838028554607938e-06	2.0244066032570916e-05
citizens	1.1539135089785784e-05	1.8457824912049953e-05
citizenship	1.8100604062409072e-06	3.5724822410419264e-06
citrate	2.262575507801134e-07	1.0122033016285458e-05
citrokn	3.1676057109215877e-06	2.9770685342016053e-07
citron	2.262575507801134e-07	3.870189094462087e-06
city	0.00012851428884310442	0.00017892181890551647
ciudad	2.262575507801134e-07	1.0419739869705618e-05
civic	5.430181218722722e-06	3.5724822410419264e-06
civil	9.27655958198465e-06	4.614456228012488e-05
civilian	6.787726523403402e-07	1.8160118058629793e-05
civilization	2.262575507801134e-07	4.167895947882248e-06
cj	9.050302031204536e-07	5.65643021498305e-06
ck	4.525151015602268e-07	5.8945956977191785e-05
ckher	2.262575507801134e-07	3.870189094462087e-06
cks	2.262575507801134e-07	7.144964482083853e-06
cl	3.325985996467667e-05	6.430468033875468e-05
cla	2.0363179570210205e-06	8.633498749184656e-06
claal	2.262575507801134e-07	2.351884142019268e-05
clad	4.525151015602268e-07	5.358723361562889e-06
claim	4.366770730056189e-05	0.00040160654526379656
claimed	1.5838028554607937e-05	6.638862831269579e-05
claiming	1.0407847335885217e-05	9.080059029314897e-05
claims	4.9324146070064726e-05	0.0002459058609250526
clair	2.0136922019430093e-05	1.4885342671008026e-06
claire	4.5251510156022686e-06	5.061016508142729e-06
clal	2.262575507801134e-07	3.39385812898983e-05
clalis	2.262575507801134e-07	1.9946359179150755e-05
clalls	2.262575507801134e-07	2.738903051465477e-05
clamber	2.262575507801134e-07	4.465602801302408e-06
clamp	6.787726523403402e-07	3.870189094462087e-06
clan	6.787726523403402e-07	4.167895947882248e-06
clandestine	2.262575507801134e-07	3.870189094462087e-06
clara	1.6064286105388052e-05	4.167895947882248e-06
clare	2.0363179570210205e-06	4.7633096547225685e-06
claremont	1.5838028554607938e-06	4.167895947882248e-06
claret	2.262575507801134e-07	5.65643021498305e-06
clarification	3.348611751545678e-05	6.2518439218233715e-06
clarifications	7.692756726523855e-06	1.4885342671008026e-06
clarified	7.240241624963629e-06	5.954137068403211e-07
clarifies	3.1676057109215877e-06	2.9770685342016053e-07
clarify	2.9413481601414745e-05	7.442671335504013e-06
clarifying	3.846378363261928e-06	2.9770685342016053e-07
clarissa	5.430181218722722e-06	2.9770685342016053e-07
claritin	2.262575507801134e-07	5.061016508142729e-06
clarity	1.131287753900567e-05	7.442671335504013e-06
clark	3.054476935531531e-05	1.161056728338626e-05
clarke	6.108953871063062e-06	5.358723361562889e-06
clarkston	3.1676057109215877e-06	2.9770685342016053e-07
clash	2.715090609361361e-06	5.65643021498305e-06
clasp	2.262575507801134e-07	4.167895947882248e-06
class	0.00018620996429203333	6.698404201953612e-05
classes	3.190231465999599e-05	1.0419739869705618e-05
classic	8.145271828084082e-06	1.8755531765470114e-05
classical	1.3575453046806805e-06	3.274775387621766e-06
classics	9.050302031204536e-07	8.633498749184656e-06
classification	2.715090609361361e-06	2.977068534201605e-06
classificatory	2.262575507801134e-07	4.167895947882248e-06
classified	2.4888330585812476e-06	1.548075637784835e-05
classroom	2.0363179570210205e-06	1.3694515257327385e-05
classy	2.262575507801134e-07	3.870189094462087e-06
claude	2.715090609361361e-06	4.465602801302408e-06
claudia	1.3575453046806804e-05	3.870189094462087e-06
claudio	3.6201208124818143e-06	4.167895947882248e-06
claus	1.1312877539005671e-06	3.274775387621766e-06
clause	2.0136922019430093e-05	6.549550775243532e-06
clauses	1.1765392640565897e-05	2.9770685342016053e-07
clay	1.923189181630964e-05	7.442671335504013e-06
clayton	4.7287828113043704e-05	4.465602801302408e-06
cle	9.050302031204536e-07	5.061016508142729e-06
clean	5.4754327288787446e-05	5.269411305536841e-05
cleaned	5.430181218722722e-06	2.083947973941124e-06
cleaner	2.0363179570210205e-06	5.95413706840321e-06
cleaning	1.2217907742126124e-05	4.465602801302408e-06
cleanse	4.525151015602268e-07	4.167895947882248e-06
cleansweep	2.262575507801134e-07	5.061016508142729e-06
cleanup	4.072635914042041e-06	5.65643021498305e-06
clear	0.00016743058757728393	0.0001235483441693666
clearance	4.751408566382382e-06	8.306021210422479e-05
cleared	2.1494467324110773e-05	8.038085042344335e-06
clearer	7.692756726523855e-06	1.7862411205209632e-06
clearing	3.190231465999599e-05	5.95413706840321e-06
clearinghouse	4.751408566382382e-06	2.9770685342016053e-07
clearly	6.697223503091356e-05	2.0244066032570916e-05
clears	4.751408566382382e-06	2.083947973941124e-06
clearwater	9.050302031204536e-07	4.465602801302408e-06
cleave	2.262575507801134e-07	4.465602801302408e-06
cleburne	3.1676057109215875e-05	2.9770685342016053e-07
cleft	2.262575507801134e-07	3.870189094462087e-06
clem	3.665372322637837e-05	2.9770685342016053e-07
clemens	6.787726523403402e-07	3.5724822410419264e-06
clement	2.2625755078011343e-06	4.7633096547225685e-06
clemmons	2.4888330585812476e-06	8.931205602604816e-07
clemson	2.262575507801134e-07	5.358723361562889e-06
clergymen	2.262575507801134e-07	3.870189094462087e-06
cleric	2.262575507801134e-07	4.167895947882248e-06
clerk	1.063410488666533e-05	5.061016508142729e-06
cleveland	3.6201208124818143e-06	6.847257628663692e-06
clever	1.1312877539005671e-06	5.65643021498305e-06
clewlow	1.1765392640565897e-05	2.9770685342016053e-07
cli	2.262575507801134e-07	3.215234016937734e-05
clic	2.262575507801134e-07	7.144964482083853e-06
clicck	2.262575507801134e-07	1.2801394697066903e-05
click	0.00019209266061231628	0.0011178892345927029
clickathome	2.1946982425671e-05	2.9770685342016053e-07
clicking	1.6290543656168164e-05	3.661794297067974e-05
clickpaper	1.5611771003827826e-05	2.9770685342016053e-07
clicks	1.5838028554607938e-06	2.3816548273612843e-06
client	8.529909664410275e-05	0.00013099101550487064
clientele	4.525151015602268e-07	4.7633096547225685e-06
clientes	2.262575507801134e-07	4.465602801302408e-06
clients	6.470965952311244e-05	0.00011938044822148437
cliff	1.7195573859288617e-05	4.167895947882248e-06
cliffhang	2.262575507801134e-07	3.870189094462087e-06
clifford	5.882696320282949e-06	3.5724822410419264e-06
clifton	4.525151015602268e-07	3.870189094462087e-06
climactic	2.262575507801134e-07	4.465602801302408e-06
climate	1.402796814836703e-05	7.144964482083853e-06
climatic	1.1312877539005671e-06	3.5724822410419264e-06
climax	2.262575507801134e-07	6.2518439218233715e-06
climb	7.919014277303969e-06	1.8755531765470114e-05
climbed	9.502817132764764e-06	1.1908274136806421e-06
climbing	5.203923667942609e-06	5.65643021498305e-06
